run:
Avg[n= 100	m= 2	p= 0.05	p*= 0.005	URLIG: 91.96	Gnp*: 74.84	URLIG/Gnp*: 1.23	Gnp: 1.48	URLIG/Gnp: 62.14]
Avg[n= 100	m= 170	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 180	p= 0.05	p*= 0.047	URLIG: 2.41	Gnp*: 1.78	URLIG/Gnp*: 1.35	Gnp: 1.81	URLIG/Gnp: 1.33]
Avg[n= 100	m= 180	p= 0.1	p*= 0.097	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 180	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 180	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 190	p= 0.05	p*= 0.047	URLIG: 2.01	Gnp*: 1.71	URLIG/Gnp*: 1.18	Gnp: 1.66	URLIG/Gnp: 1.21]
Avg[n= 100	m= 190	p= 0.1	p*= 0.098	URLIG: 1.0	Gnp*: 1.02	URLIG/Gnp*: 0.98	Gnp: 1.01	URLIG/Gnp: 0.99]
Avg[n= 100	m= 190	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 190	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 200	p= 0.05	p*= 0.048	URLIG: 2.19	Gnp*: 1.89	URLIG/Gnp*: 1.16	Gnp: 1.62	URLIG/Gnp: 1.35]
Avg[n= 100	m= 200	p= 0.1	p*= 0.098	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 200	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 200	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 210	p= 0.05	p*= 0.048	URLIG: 2.22	Gnp*: 1.71	URLIG/Gnp*: 1.3	Gnp: 1.63	URLIG/Gnp: 1.36]
Avg[n= 100	m= 210	p= 0.1	p*= 0.098	URLIG: 1.01	Gnp*: 1.01	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 210	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 210	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 220	p= 0.05	p*= 0.048	URLIG: 1.96	Gnp*: 1.89	URLIG/Gnp*: 1.04	Gnp: 1.53	URLIG/Gnp: 1.28]
Avg[n= 100	m= 220	p= 0.1	p*= 0.098	URLIG: 1.0	Gnp*: 1.02	URLIG/Gnp*: 0.98	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 220	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 220	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 230	p= 0.05	p*= 0.048	URLIG: 1.9	Gnp*: 1.77	URLIG/Gnp*: 1.07	Gnp: 1.69	URLIG/Gnp: 1.12]
Avg[n= 100	m= 230	p= 0.1	p*= 0.098	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 230	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 230	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 240	p= 0.05	p*= 0.048	URLIG: 2.1	Gnp*: 1.69	URLIG/Gnp*: 1.24	Gnp: 1.61	URLIG/Gnp: 1.3]
Avg[n= 100	m= 240	p= 0.1	p*= 0.098	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 240	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 240	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 250	p= 0.05	p*= 0.048	URLIG: 2.09	Gnp*: 1.82	URLIG/Gnp*: 1.15	Gnp: 1.58	URLIG/Gnp: 1.32]
Avg[n= 100	m= 250	p= 0.1	p*= 0.098	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 250	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 250	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 260	p= 0.05	p*= 0.048	URLIG: 2.04	Gnp*: 1.82	URLIG/Gnp*: 1.12	Gnp: 1.6	URLIG/Gnp: 1.28]
Avg[n= 100	m= 260	p= 0.1	p*= 0.098	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 260	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 260	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 270	p= 0.05	p*= 0.048	URLIG: 1.98	Gnp*: 1.65	URLIG/Gnp*: 1.2	Gnp: 1.63	URLIG/Gnp: 1.21]
Avg[n= 100	m= 270	p= 0.1	p*= 0.098	URLIG: 1.02	Gnp*: 1.01	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 270	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 270	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 280	p= 0.05	p*= 0.048	URLIG: 2.01	Gnp*: 1.88	URLIG/Gnp*: 1.07	Gnp: 1.69	URLIG/Gnp: 1.19]
Avg[n= 100	m= 280	p= 0.1	p*= 0.098	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 280	p= 0.15	p*= 0.148	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 280	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 290	p= 0.05	p*= 0.048	URLIG: 2.01	Gnp*: 1.8	URLIG/Gnp*: 1.12	Gnp: 1.67	URLIG/Gnp: 1.2]
Avg[n= 100	m= 290	p= 0.1	p*= 0.098	URLIG: 1.01	Gnp*: 1.02	URLIG/Gnp*: 0.99	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 290	p= 0.15	p*= 0.149	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 290	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 300	p= 0.05	p*= 0.048	URLIG: 2.01	Gnp*: 1.77	URLIG/Gnp*: 1.14	Gnp: 1.68	URLIG/Gnp: 1.2]
Avg[n= 100	m= 300	p= 0.1	p*= 0.098	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 300	p= 0.15	p*= 0.149	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 300	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 400	p= 0.05	p*= 0.049	URLIG: 1.76	Gnp*: 1.51	URLIG/Gnp*: 1.17	Gnp: 1.57	URLIG/Gnp: 1.12]
Avg[n= 100	m= 400	p= 0.1	p*= 0.099	URLIG: 1.02	Gnp*: 1.01	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 100	m= 400	p= 0.15	p*= 0.149	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 400	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 450	p= 0.05	p*= 0.049	URLIG: 1.75	Gnp*: 1.72	URLIG/Gnp*: 1.02	Gnp: 1.68	URLIG/Gnp: 1.04]
Avg[n= 100	m= 450	p= 0.1	p*= 0.099	URLIG: 1.0	Gnp*: 1.01	URLIG/Gnp*: 0.99	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 450	p= 0.15	p*= 0.149	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 450	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 500	p= 0.05	p*= 0.049	URLIG: 1.77	Gnp*: 1.7	URLIG/Gnp*: 1.04	Gnp: 1.69	URLIG/Gnp: 1.05]
Avg[n= 100	m= 500	p= 0.1	p*= 0.099	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 100	m= 500	p= 0.15	p*= 0.149	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 100	m= 500	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
成功构建 (总时间: 5 分钟 39 秒)
