run:
Avg[n= 50	m= 2	p= 0.05	p*= 0.005	URLIG: 46.65	Gnp*: 44.39	URLIG/Gnp*: 1.05	Gnp: 5.8	URLIG/Gnp: 8.04]
Avg[n= 50	m= 17	p= 0.9	p*= 0.897	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 17	p= 0.95	p*= 0.948	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.05	p*= 0.027	URLIG: 27.64	Gnp*: 18.68	URLIG/Gnp*: 1.48	Gnp: 5.47	URLIG/Gnp: 5.05]
Avg[n= 50	m= 18	p= 0.1	p*= 0.075	URLIG: 9.42	Gnp*: 2.13	URLIG/Gnp*: 4.42	Gnp: 1.37	URLIG/Gnp: 6.88]
Avg[n= 50	m= 18	p= 0.15	p*= 0.126	URLIG: 3.7	Gnp*: 1.12	URLIG/Gnp*: 3.3	Gnp: 1.01	URLIG/Gnp: 3.66]
Avg[n= 50	m= 18	p= 0.2	p*= 0.177	URLIG: 1.85	Gnp*: 1.0	URLIG/Gnp*: 1.85	Gnp: 1.0	URLIG/Gnp: 1.85]
Avg[n= 50	m= 18	p= 0.25	p*= 0.229	URLIG: 1.26	Gnp*: 1.0	URLIG/Gnp*: 1.26	Gnp: 1.0	URLIG/Gnp: 1.26]
Avg[n= 50	m= 18	p= 0.3	p*= 0.28	URLIG: 1.08	Gnp*: 1.0	URLIG/Gnp*: 1.08	Gnp: 1.0	URLIG/Gnp: 1.08]
Avg[n= 50	m= 18	p= 0.35	p*= 0.331	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 18	p= 0.4	p*= 0.383	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.45	p*= 0.434	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.5	p*= 0.486	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.55	p*= 0.537	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.6	p*= 0.589	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.65	p*= 0.64	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.7	p*= 0.691	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.75	p*= 0.743	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.8	p*= 0.794	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.85	p*= 0.846	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.9	p*= 0.897	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 18	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.05	p*= 0.028	URLIG: 26.62	Gnp*: 17.4	URLIG/Gnp*: 1.53	Gnp: 5.62	URLIG/Gnp: 4.74]
Avg[n= 50	m= 19	p= 0.1	p*= 0.076	URLIG: 8.24	Gnp*: 2.11	URLIG/Gnp*: 3.91	Gnp: 1.25	URLIG/Gnp: 6.59]
Avg[n= 50	m= 19	p= 0.15	p*= 0.127	URLIG: 3.72	Gnp*: 1.06	URLIG/Gnp*: 3.51	Gnp: 1.02	URLIG/Gnp: 3.65]
Avg[n= 50	m= 19	p= 0.2	p*= 0.178	URLIG: 2.03	Gnp*: 1.01	URLIG/Gnp*: 2.01	Gnp: 1.0	URLIG/Gnp: 2.03]
Avg[n= 50	m= 19	p= 0.25	p*= 0.23	URLIG: 1.24	Gnp*: 1.0	URLIG/Gnp*: 1.24	Gnp: 1.0	URLIG/Gnp: 1.24]
Avg[n= 50	m= 19	p= 0.3	p*= 0.281	URLIG: 1.06	Gnp*: 1.0	URLIG/Gnp*: 1.06	Gnp: 1.0	URLIG/Gnp: 1.06]
Avg[n= 50	m= 19	p= 0.35	p*= 0.332	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 50	m= 19	p= 0.4	p*= 0.384	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.45	p*= 0.435	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.5	p*= 0.486	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.55	p*= 0.538	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.6	p*= 0.589	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.65	p*= 0.641	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.7	p*= 0.692	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.75	p*= 0.743	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.8	p*= 0.795	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.85	p*= 0.846	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.9	p*= 0.897	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 19	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.05	p*= 0.029	URLIG: 26.44	Gnp*: 17.17	URLIG/Gnp*: 1.54	Gnp: 6.04	URLIG/Gnp: 4.38]
Avg[n= 50	m= 20	p= 0.1	p*= 0.077	URLIG: 7.81	Gnp*: 2.06	URLIG/Gnp*: 3.79	Gnp: 1.26	URLIG/Gnp: 6.2]
Avg[n= 50	m= 20	p= 0.15	p*= 0.128	URLIG: 3.25	Gnp*: 1.04	URLIG/Gnp*: 3.13	Gnp: 1.01	URLIG/Gnp: 3.22]
Avg[n= 50	m= 20	p= 0.2	p*= 0.179	URLIG: 1.56	Gnp*: 1.0	URLIG/Gnp*: 1.56	Gnp: 1.0	URLIG/Gnp: 1.56]
Avg[n= 50	m= 20	p= 0.25	p*= 0.231	URLIG: 1.23	Gnp*: 1.0	URLIG/Gnp*: 1.23	Gnp: 1.0	URLIG/Gnp: 1.23]
Avg[n= 50	m= 20	p= 0.3	p*= 0.282	URLIG: 1.06	Gnp*: 1.0	URLIG/Gnp*: 1.06	Gnp: 1.0	URLIG/Gnp: 1.06]
Avg[n= 50	m= 20	p= 0.35	p*= 0.333	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.4	p*= 0.385	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.45	p*= 0.436	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.5	p*= 0.487	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.55	p*= 0.538	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.6	p*= 0.59	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.65	p*= 0.641	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.7	p*= 0.692	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.75	p*= 0.744	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.8	p*= 0.795	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.85	p*= 0.846	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.9	p*= 0.897	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 20	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.05	p*= 0.032	URLIG: 22.72	Gnp*: 14.51	URLIG/Gnp*: 1.57	Gnp: 5.66	URLIG/Gnp: 4.01]
Avg[n= 50	m= 25	p= 0.1	p*= 0.082	URLIG: 5.76	Gnp*: 1.77	URLIG/Gnp*: 3.25	Gnp: 1.41	URLIG/Gnp: 4.09]
Avg[n= 50	m= 25	p= 0.15	p*= 0.133	URLIG: 2.03	Gnp*: 1.04	URLIG/Gnp*: 1.95	Gnp: 1.01	URLIG/Gnp: 2.01]
Avg[n= 50	m= 25	p= 0.2	p*= 0.184	URLIG: 1.4	Gnp*: 1.0	URLIG/Gnp*: 1.4	Gnp: 1.0	URLIG/Gnp: 1.4]
Avg[n= 50	m= 25	p= 0.25	p*= 0.235	URLIG: 1.09	Gnp*: 1.0	URLIG/Gnp*: 1.09	Gnp: 1.0	URLIG/Gnp: 1.09]
Avg[n= 50	m= 25	p= 0.3	p*= 0.286	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.35	p*= 0.337	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.4	p*= 0.388	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.45	p*= 0.439	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.5	p*= 0.49	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.55	p*= 0.541	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.6	p*= 0.592	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.65	p*= 0.643	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.7	p*= 0.694	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.75	p*= 0.745	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.8	p*= 0.796	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.85	p*= 0.847	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.9	p*= 0.898	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 25	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.05	p*= 0.035	URLIG: 19.33	Gnp*: 12.31	URLIG/Gnp*: 1.57	Gnp: 5.69	URLIG/Gnp: 3.4]
Avg[n= 50	m= 30	p= 0.1	p*= 0.085	URLIG: 4.66	Gnp*: 1.63	URLIG/Gnp*: 2.86	Gnp: 1.23	URLIG/Gnp: 3.79]
Avg[n= 50	m= 30	p= 0.15	p*= 0.136	URLIG: 1.62	Gnp*: 1.05	URLIG/Gnp*: 1.54	Gnp: 1.01	URLIG/Gnp: 1.6]
Avg[n= 50	m= 30	p= 0.2	p*= 0.186	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 50	m= 30	p= 0.25	p*= 0.237	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 50	m= 30	p= 0.3	p*= 0.288	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.35	p*= 0.339	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.4	p*= 0.39	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.45	p*= 0.441	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.5	p*= 0.492	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.55	p*= 0.542	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.6	p*= 0.593	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.65	p*= 0.644	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.7	p*= 0.695	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.75	p*= 0.746	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.8	p*= 0.797	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.85	p*= 0.847	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.9	p*= 0.898	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 30	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.05	p*= 0.037	URLIG: 17.44	Gnp*: 10.95	URLIG/Gnp*: 1.59	Gnp: 5.57	URLIG/Gnp: 3.13]
Avg[n= 50	m= 35	p= 0.1	p*= 0.087	URLIG: 3.39	Gnp*: 1.53	URLIG/Gnp*: 2.22	Gnp: 1.33	URLIG/Gnp: 2.55]
Avg[n= 50	m= 35	p= 0.15	p*= 0.138	URLIG: 1.32	Gnp*: 1.03	URLIG/Gnp*: 1.28	Gnp: 1.01	URLIG/Gnp: 1.31]
Avg[n= 50	m= 35	p= 0.2	p*= 0.188	URLIG: 1.05	Gnp*: 1.0	URLIG/Gnp*: 1.05	Gnp: 1.0	URLIG/Gnp: 1.05]
Avg[n= 50	m= 35	p= 0.25	p*= 0.239	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.3	p*= 0.29	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.35	p*= 0.341	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.4	p*= 0.391	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.45	p*= 0.442	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.5	p*= 0.493	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.55	p*= 0.543	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.6	p*= 0.594	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.65	p*= 0.645	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.7	p*= 0.696	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.75	p*= 0.746	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.8	p*= 0.797	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.85	p*= 0.848	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.9	p*= 0.899	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 35	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.05	p*= 0.038	URLIG: 15.74	Gnp*: 9.75	URLIG/Gnp*: 1.61	Gnp: 5.4	URLIG/Gnp: 2.91]
Avg[n= 50	m= 40	p= 0.1	p*= 0.089	URLIG: 2.95	Gnp*: 1.57	URLIG/Gnp*: 1.88	Gnp: 1.22	URLIG/Gnp: 2.42]
Avg[n= 50	m= 40	p= 0.15	p*= 0.139	URLIG: 1.22	Gnp*: 1.01	URLIG/Gnp*: 1.21	Gnp: 1.02	URLIG/Gnp: 1.2]
Avg[n= 50	m= 40	p= 0.2	p*= 0.19	URLIG: 1.03	Gnp*: 1.0	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.03]
Avg[n= 50	m= 40	p= 0.25	p*= 0.241	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.3	p*= 0.291	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.35	p*= 0.342	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.4	p*= 0.392	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.45	p*= 0.443	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.5	p*= 0.494	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.55	p*= 0.544	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.6	p*= 0.595	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.65	p*= 0.646	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.7	p*= 0.696	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.75	p*= 0.747	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.8	p*= 0.797	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.85	p*= 0.848	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.9	p*= 0.899	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 40	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.05	p*= 0.039	URLIG: 13.73	Gnp*: 9.49	URLIG/Gnp*: 1.45	Gnp: 5.77	URLIG/Gnp: 2.38]
Avg[n= 50	m= 45	p= 0.1	p*= 0.09	URLIG: 2.72	Gnp*: 1.6	URLIG/Gnp*: 1.7	Gnp: 1.31	URLIG/Gnp: 2.08]
Avg[n= 50	m= 45	p= 0.15	p*= 0.14	URLIG: 1.14	Gnp*: 1.04	URLIG/Gnp*: 1.1	Gnp: 1.01	URLIG/Gnp: 1.13]
Avg[n= 50	m= 45	p= 0.2	p*= 0.191	URLIG: 1.05	Gnp*: 1.0	URLIG/Gnp*: 1.05	Gnp: 1.0	URLIG/Gnp: 1.05]
Avg[n= 50	m= 45	p= 0.25	p*= 0.242	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.3	p*= 0.292	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.35	p*= 0.343	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.4	p*= 0.393	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.45	p*= 0.444	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.5	p*= 0.494	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.55	p*= 0.545	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.6	p*= 0.596	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.65	p*= 0.646	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.7	p*= 0.697	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.75	p*= 0.747	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.8	p*= 0.798	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
